timestamp,open,high,low,close,volume
2025-01-02T05:00:00Z,589.39,591.13,580.5,584.64,50203975
2025-01-03T05:00:00Z,587.53,592.6,586.43,591.95,37888459
2025-01-06T05:00:00Z,596.27,599.7,593.6,595.36,47679442
2025-01-07T05:00:00Z,597.42,597.75,586.78,588.63,60393052
2025-01-08T05:00:00Z,588.7,590.5799,585.195,589.49,47304672
2025-01-10T05:00:00Z,585.88,585.95,578.55,580.49,73105046
2025-01-13T05:00:00Z,575.77,581.75,575.35,581.39,47910060
2025-01-14T05:00:00Z,584.36,585.0,578.35,582.19,48420580
2025-01-15T05:00:00Z,590.325,593.94,589.195,592.78,56900159
2025-01-16T05:00:00Z,594.175,594.35,590.93,591.64,43319662
2025-01-17T05:00:00Z,596.96,599.36,595.61,597.58,58070628
2025-01-21T05:00:00Z,600.67,603.06,598.67,603.05,42532853
2025-01-22T05:00:00Z,605.92,607.82,605.36,606.44,48195973
2025-01-23T05:00:00Z,605.8,609.75,605.52,609.75,41152102
2025-01-24T05:00:00Z,609.81,610.78,606.8,607.97,34604693
2025-01-27T05:00:00Z,594.81,599.69,594.64,599.37,70361125
2025-01-28T05:00:00Z,600.62,605.37,597.25,604.52,44433322
2025-01-29T05:00:00Z,603.72,604.13,599.22,601.81,37177429
2025-01-30T05:00:00Z,603.96,606.6,600.715,605.04,39281255
2025-01-31T05:00:00Z,607.5,609.96,601.05,601.82,66671471
2025-02-03T05:00:00Z,592.67,600.29,590.49,597.77,65857248
2025-02-04T05:00:00Z,597.83,602.3,597.28,601.78,33457815
2025-02-05T05:00:00Z,600.64,604.37,598.58,604.22,30653149
2025-02-06T05:00:00Z,605.99,606.4525,602.63,606.32,35771503
2025-02-07T05:00:00Z,606.89,608.13,600.05,600.77,50788516
2025-02-10T05:00:00Z,604.03,605.4999,602.74,604.85,26048714
2025-02-11T05:00:00Z,602.55,605.86,602.43,605.31,30056740
2025-02-12T05:00:00Z,599.2,604.55,598.51,603.36,45076076
2025-02-13T05:00:00Z,604.48,609.94,603.2,609.73,40921297
2025-02-14T05:00:00Z,609.94,610.99,609.07,609.7,26910448
2025-02-18T05:00:00Z,610.88,611.49,608.38,611.49,26749030
2025-02-19T05:00:00Z,610.08,613.23,609.56,612.93,31011072
2025-02-20T05:00:00Z,611.54,611.684,607.02,610.38,36554002
2025-02-21T05:00:00Z,610.16,610.3,599.47,599.94,76519818
