timestamp,open,high,low,close,volume
2025-01-02T05:00:00Z,514.3,516.64,505.71,510.23,36389783
2025-01-03T05:00:00Z,513.35,519.6454,512.53,518.58,29059520
2025-01-06T05:00:00Z,524.02,527.92,522.03,524.54,36109734
2025-01-07T05:00:00Z,525.59,525.99,513.28,515.18,36690272
2025-01-08T05:00:00Z,515.08,516.9199,510.57,515.27,30777777
2025-01-10T05:00:00Z,511.48,511.58,503.92,507.19,40532495
2025-01-13T05:00:00Z,501.2,506.02,499.7,505.56,31694210
2025-01-14T05:00:00Z,508.74,510.155,501.59,505.08,33737237
2025-01-15T05:00:00Z,513.03,517.85,511.46,516.7,34957554
2025-01-16T05:00:00Z,518.98,519.0599,512.95,513.08,28229037
2025-01-17T05:00:00Z,522.85,524.0733,513.1086,521.74,51837941
2025-01-21T05:00:00Z,524.48,525.97,520.06,524.8,23627971
2025-01-22T05:00:00Z,529.57,533.82,529.26,531.51,33592988
2025-01-23T05:00:00Z,529.04,532.76,528.45,532.64,23096588
2025-01-24T05:00:00Z,533.02,533.79,528.15,529.63,19878251
2025-01-27T05:00:00Z,511.0,517.99,510.15,514.21,60771695
2025-01-28T05:00:00Z,515.22,523.0,511.78,521.81,33194214
2025-01-29T05:00:00Z,522.46,522.59,516.8988,520.83,26649011
2025-01-30T05:00:00Z,523.71,526.095,518.21,523.05,27431302
2025-01-31T05:00:00Z,526.92,531.5178,521.19,522.29,38845467
2025-02-03T05:00:00Z,513.47,520.8496,511.05,518.11,40580835
2025-02-04T05:00:00Z,518.63,525.11,518.23,524.47,26046753
2025-02-05T05:00:00Z,521.82,527.01,520.62,526.85,21134070
2025-02-06T05:00:00Z,527.36,529.81,525.7413,529.6,19434454
2025-02-07T05:00:00Z,530.14,532.1,522.19,522.92,29605470
2025-02-10T05:00:00Z,527.22,530.3571,526.75,529.25,20852784
2025-02-11T05:00:00Z,525.96,529.92,525.83,527.99,19325500
2025-02-12T05:00:00Z,522.3,529.19,521.95,528.3,25009362
2025-02-13T05:00:00Z,529.98,536.22,529.19,535.9,28714799
2025-02-14T05:00:00Z,536.005,538.84,535.67,538.15,17862572
2025-02-18T05:00:00Z,539.73,540.0,536.04,539.37,20565028
2025-02-19T05:00:00Z,538.57,540.81,536.46,539.52,19666861
2025-02-20T05:00:00Z,538.73,539.1,532.46,537.23,26550753
2025-02-21T05:00:00Z,538.38,538.4,525.71,526.08,47093750
2025-02-24T05:00:00Z,527.88,529.069,519.53,519.87,39268392
2025-02-25T05:00:00Z,519.24,519.32,509.44,513.32,48940025
2025-02-26T05:00:00Z,515.53,519.66,511.37,514.56,34457618
2025-02-27T05:00:00Z,518.13,519.0699,500.05,500.27,52447966
2025-02-28T05:00:00Z,500.13,508.78,496.93,508.17,47654043
2025-03-03T05:00:00Z,511.52,513.04,493.58,497.05,44587204
2025-03-04T05:00:00Z,494.18,503.74,487.735,495.55,67875402
2025-03-05T05:00:00Z,496.2,503.63,491.26,502.01,46323725
2025-03-06T05:00:00Z,493.69,498.58,486.2,488.2,57574332
2025-03-07T05:00:00Z,487.16,493.28,480.53,491.79,54714726
2025-03-10T04:00:00Z,483.45,483.97,468.66,472.73,76668029
2025-03-11T04:00:00Z,472.35,478.805,467.01,471.6,68760771
2025-03-12T04:00:00Z,479.16,481.06,471.79,476.92,46971082
2025-03-13T04:00:00Z,476.25,476.2801,466.43,468.34,46563349
2025-03-14T04:00:00Z,473.73,480.56,473.12,479.66,43563010
2025-03-17T04:00:00Z,479.61,485.84,477.8,482.77,41744354
2025-03-18T04:00:00Z,479.41,479.61,472.41,474.54,39072265
2025-03-19T04:00:00Z,476.81,485.33,474.87,480.89,40430334
