timestamp,open,high,low,close,volume
2025-03-13T04:00:00Z,620.245,620.5,586.51,590.64,16480324
2025-03-14T04:00:00Z,602.805,608.86,594.78,607.6,12364505
2025-03-17T04:00:00Z,607.46,613.1,598.0,604.9,15473909
2025-03-18T04:00:00Z,600.05,600.25,574.66,582.36,20297708
2025-03-19T04:00:00Z,584.28,592.3223,574.77,584.06,20537498
2025-03-20T04:00:00Z,582.755,610.2,579.51,586.0,24336505
2025-03-21T04:00:00Z,583.425,597.545,580.95,596.25,25015864
2025-03-24T04:00:00Z,614.97,622.54,612.2001,618.85,15741274
2025-03-25T04:00:00Z,626.76,633.88,621.18,626.31,15312540
2025-03-26T04:00:00Z,624.89,626.7499,606.61,610.98,12661891
2025-03-27T04:00:00Z,602.0,614.25,600.1,602.58,10436524
2025-03-28T04:00:00Z,600.31,601.75,573.92,576.74,17602823
2025-03-31T04:00:00Z,563.5,578.7,553.3,576.36,21124677
2025-04-01T04:00:00Z,570.84,589.91,570.0,586.0,12836574
2025-04-02T04:00:00Z,574.91,592.66,573.36,583.93,13470778
2025-04-03T04:00:00Z,546.22,552.5596,530.3,531.62,34777460
2025-04-04T04:00:00Z,506.62,518.0,494.2,504.73,38589814
2025-04-07T04:00:00Z,485.1,539.37,481.9,516.25,36606136
2025-04-08T04:00:00Z,543.25,547.43,502.86,510.45,28034211
2025-04-09T04:00:00Z,509.265,587.89,502.11,585.77,39216578
2025-04-10T04:00:00Z,575.49,581.3,535.3,546.29,28173491
2025-04-11T04:00:00Z,535.505,547.4,528.5901,543.57,17642327
2025-04-14T04:00:00Z,556.175,557.77,528.28,531.48,14130928
2025-04-15T04:00:00Z,532.105,537.94,517.5,521.52,15558659
2025-04-16T04:00:00Z,508.51,513.37,495.63,502.31,18735075
2025-04-17T04:00:00Z,505.25,507.3,498.0133,501.48,14593508
2025-04-21T04:00:00Z,491.325,493.5,479.8,484.66,16165982
2025-04-22T04:00:00Z,491.87,506.88,486.36,500.28,17399408
2025-04-23T04:00:00Z,528.525,535.3376,516.52,520.27,18173910
2025-04-24T04:00:00Z,518.73,533.9,517.5,533.15,13910011
2025-04-25T04:00:00Z,546.8,549.86,536.25,547.27,17098921
2025-04-28T04:00:00Z,555.64,558.4899,540.59,549.74,15178995
2025-04-29T04:00:00Z,546.0,556.5699,544.12,554.44,11835036
2025-04-30T04:00:00Z,538.4,549.1,529.5,549.0,29243971
2025-05-01T04:00:00Z,592.075,592.95,570.5,572.21,31159033
2025-05-02T04:00:00Z,583.455,604.34,578.33,597.02,24739260
2025-05-05T04:00:00Z,591.22,603.21,588.05,599.27,13887724
2025-05-06T04:00:00Z,592.525,596.03,586.58,587.31,10600650
2025-05-07T04:00:00Z,590.36,603.075,586.67,596.81,13160976
2025-05-08T04:00:00Z,606.285,611.2959,596.62,598.01,14622805
2025-05-09T04:00:00Z,603.72,606.97,591.7062,592.49,10427286
2025-05-12T04:00:00Z,630.92,640.3896,621.03,639.43,21965085
2025-05-13T04:00:00Z,645.545,660.92,642.83,656.03,18570821
2025-05-14T04:00:00Z,661.21,662.67,654.31,659.36,12348179
2025-05-15T04:00:00Z,654.275,657.31,638.58,643.88,14341835
2025-05-16T04:00:00Z,637.955,640.44,626.15,640.34,18518972
2025-05-19T04:00:00Z,628.25,643.0,627.8,640.43,9592374
2025-05-20T04:00:00Z,636.01,639.3536,632.26,637.1,6743473
2025-05-21T04:00:00Z,631.79,646.61,630.17,635.5,11464569
2025-05-22T04:00:00Z,634.05,643.25,630.71,636.57,8228443
2025-05-23T04:00:00Z,624.0,632.445,622.65,627.06,8454067
