timestamp,open,high,low,close,volume
2025-03-13T04:00:00Z,166.035,166.13,162.11,162.76,31756214
2025-03-14T04:00:00Z,163.27,166.49,162.45,165.49,31995894
2025-03-17T04:00:00Z,165.03,166.3,163.67,164.29,31184335
2025-03-18T04:00:00Z,163.675,164.25,156.72,160.67,42074751
2025-03-19T04:00:00Z,161.76,165.87,161.0,163.89,34275582
2025-03-20T04:00:00Z,161.57,164.89,160.96,162.8,28138464
2025-03-21T04:00:00Z,161.205,164.24,160.8901,163.99,36625764
2025-03-24T04:00:00Z,167.065,168.32,165.14,167.68,30879129
2025-03-25T04:00:00Z,168.98,170.63,168.315,170.56,24174373
2025-03-26T04:00:00Z,169.0,169.61,164.84,165.06,28939326
2025-03-27T04:00:00Z,164.63,165.42,162.0,162.24,24508273
2025-03-28T04:00:00Z,160.49,161.82,153.63,154.33,48669335
2025-03-31T04:00:00Z,153.11,155.54,150.662,154.64,54603464
2025-04-01T04:00:00Z,153.62,158.1,153.62,157.07,30672899
2025-04-02T04:00:00Z,155.15,158.4052,154.7,157.04,25041730
2025-04-03T04:00:00Z,151.11,152.7799,150.39,150.72,46883371
2025-04-04T04:00:00Z,148.01,151.07,145.38,145.6,62259539
2025-04-07T04:00:00Z,141.55,152.85,140.53,146.75,76794136
2025-04-08T04:00:00Z,151.22,152.24,143.03,144.7,52200208
2025-04-09T04:00:00Z,144.415,159.55,143.905,158.71,70406232
2025-04-10T04:00:00Z,156.54,157.72,149.93,152.82,48021972
2025-04-11T04:00:00Z,152.9,157.67,152.82,157.14,33636239
2025-04-14T04:00:00Z,159.995,161.72,157.56,159.07,30332957
2025-04-15T04:00:00Z,159.125,159.65,155.21,156.31,27551534
2025-04-16T04:00:00Z,153.1,155.89,151.51,153.33,28187421
2025-04-17T04:00:00Z,154.29,154.68,148.5,151.16,33046576
2025-04-21T04:00:00Z,148.88,148.945,146.1,147.67,26049115
2025-04-22T04:00:00Z,148.89,152.19,148.54,151.47,26971774
2025-04-23T04:00:00Z,155.61,157.525,153.81,155.35,31128833
